time,cont,conterr
-2.0,-0.9667519181585589,0.021
-1.1149899707471937,-0.5728900255754481,0.019
-1.0467468993981934,-1.1406649616368325,0.018
-0.6911040898842655,-0.9923273657288862,0.018
-0.6910160111017043,-1.099744245524305,0.017
-0.6887308826395877,-1.115089514066487,0.018
-0.6275113037402222,-1.657289002557544,0.015
-0.6263521191376373,-2.0,0.015
-0.6155550896475728,-1.7237851662403987,0.018
-0.5831761309683914,-1.2685421994885058,0.016
-0.5569166824855443,-1.6521739130434712,0.018
-0.5520975228738265,-1.7237851662404169,0.016
-0.5508973700551429,-1.6521739130434894,0.016
-0.23474550954942353,-0.6342710997442484,0.019
-0.23348943552406998,-0.6905370843989758,0.017
-0.227515972767103,-0.6700767263427212,0.017
-0.22630008040074912,-0.869565217391304,0.016
-0.20243724854248568,-1.1662404092071599,0.016
-0.19407575043870406,-0.8951406649616314,0.017
-0.19401064752900643,-0.9104859335038495,0.016
0.1939520148018694,0.5473145780051207,0.021
0.19519991703948625,0.4757033248081748,0.02
0.19636503264274374,0.276214833759592,0.022
0.19873072736661257,0.3171355498721198,0.021
0.22509236102300045,0.16368286445011915,0.019
0.22629883872132694,0.04603580562659104,0.02
0.2274891685828102,0.10230179028133701,0.018
0.25983028245807693,-0.6649616368286484,0.017
0.6286502011742434,0.051150895140664066,0.021
0.6311118354481269,-0.0920716112532094,0.019
0.6478861788227634,-0.020460358056263672,0.022
0.6502380361461717,-0.3069053708439924,0.018
0.6575003861687585,-0.07672634271099121,0.024
0.659838449322331,-0.15345268542199153,0.025
0.6622999166779975,-0.24552429667519204,0.018
0.6670447436429794,-0.35805626598466533,0.028
0.6789998529531505,-0.4143222506393929,0.026
0.6814029877943137,-0.10230179028133679,0.023
0.6873925875804741,-0.654731457800503,0.021
0.7256669813528482,-0.32225063938619236,0.019
1.0441851550204593,1.836317135549872,0.029
1.051406144148828,1.7800511508951264,0.022
1.0561653537003957,1.7442455242966717,0.034
1.057358877824241,2.0,0.026
1.0585488786526862,1.8005115089514172,0.036
1.0706087141360863,1.473145780051143,0.037
1.0718146706652885,1.7289002557544717,0.031
1.0729672265730357,1.478260869565216,0.029
1.074215368980758,0.9974424552429775,0.032
1.0766207854378904,1.4066496163682882,0.027
1.0802460714782676,1.2838874680306875,0.024
1.093237766959616,0.4092071611253201,0.103
1.0934350534895176,0.8542199488491038,0.025
1.100566151751908,1.4424552429667612,0.061
1.1006610309509188,0.9565217391304315,0.076
1.1017841936406736,1.8925831202046175,0.146
1.1029414004424583,0.7723785166240491,0.036
1.1030626503187375,0.7263427109974305,0.051
1.1042528624968657,1.4424552429667612,0.041
1.1065579166715418,1.2378516624041058,0.039
1.106651532575814,1.3503836317135605,0.049
1.1077395055421366,1.0127877237851592,0.029
1.1078639724969368,1.8414322250639263,0.051
1.108965444223874,1.1969309462915598,0.038
1.1090604038798704,1.1406649616368325,0.045
1.110242975046194,1.2685421994885058,0.027
1.112529554135723,1.3810741687979609,0.021
1.1137248303004657,0.603580562659848,0.025
1.114927516913724,0.6854219948849032,0.023
1.116233949806185,1.1304347826087051,0.024
1.1198027622486442,0.7877237851662309,0.025
1.1209410136250888,0.9258312020460497,0.021
1.1221942728568401,0.6700767263427032,0.026
1.124613873760235,1.652173913043471,0.043
1.1257505892488697,0.5984654731457755,0.031
1.1281454334180818,1.309462915601015,0.052
1.1292826688749895,0.3069053708439924,0.07
1.136554339899258,1.0025575447570318,0.085
1.1377728573248218,0.8593350383631768,0.053
1.1401658617910542,0.8695652173913038,0.037
1.141356274511225,0.9923273657289045,0.033
1.143784462696635,0.8849104859335042,0.03
1.1449575723617538,0.8644501278772494,0.024
1.1497436653537574,0.7365728900255761,0.026
1.1509458175885405,0.7468030690537217,0.033
1.47527756677158,0.25575447570331944,0.028
1.492101400798398,0.5012787723785204,0.064
1.4981213376710585,-0.24040920716111924,0.023
1.5017365665883937,-0.04092071611253645,0.019
1.505281310384028,-0.4705882352941204,0.028
1.5113269406542655,-0.11764705882351878,0.024
1.513747420580228,0.14833759590793694,0.024
1.5160575891772394,0.09207161125319141,0.023
1.5161469684809097,0.015345268542191093,0.022
1.5172602853972963,-0.25575447570331944,0.026
1.5185367558686127,0.06649616368286404,0.022
1.5196534063460336,-0.1892583120204645,0.049
1.5197529880756546,0.44501278772377484,0.025
1.5281378319142518,0.43989769820972,0.04
1.5293058992080732,-0.1943734015345191,0.036
1.5341687565691116,0.5677749360613755,0.031
1.5353475246418493,0.020460358056263672,0.028
1.5389580894557948,0.22506393861893725,0.033
1.541306314206404,-0.13299232736573696,0.02
1.547363364565014,0.3887468030690471,0.032
1.5496515756103921,0.09207161125319141,0.023
1.553271529874496,0.2915601023017924,0.024
1.5545151042468675,0.4654731457800474,0.031
1.561714156238068,0.06138107416879102,0.063
1.5641109313749118,0.5933503836317207,0.044
1.565264022861994,0.49104859335037476,0.049
1.568889888913164,0.4961636828644478,0.029
1.572476056047238,0.20971867007673728,0.027
1.5760717615369315,0.1739130434782643,0.029
1.5784867535760534,0.43989769820972,0.029
1.5796801576148507,0.7928388746803035,0.026
1.5820775896169201,0.19948849104859168,0.027
1.5868619629909926,0.14322250639386436,0.029
1.920812999117695,0.8746803069053768,0.044
1.9232194495071195,0.32225063938619236,0.031
1.933977074288467,0.24552429667519204,0.024
1.9351749310809616,0.5268542199488477,0.027
1.9400411328106748,0.6240409207161028,0.02
1.9436206100065396,0.8491048593350494,0.024
1.9568472338779692,1.0843989769820865,0.031
1.962857696040083,0.6086956521739211,0.026
1.964034416662702,0.6138107416879754,0.029
1.9676583037122297,0.8644501278772312,0.034
1.9688527681020305,0.8030690537084308,0.02
1.9700606159707927,0.654731457800521,0.029
1.9712595090972727,0.7570332480818309,0.028
1.9760599978852218,0.6905370843989758,0.028
1.989168763082224,1.1867007672634329,0.075
1.9927640434708405,1.0025575447570318,0.026
1.9963724251385484,0.8030690537084308,0.02
2.0,0.4603580562659748,0.034
