time,cont,conterr
-2.0,-1.6697247706422345,0.007
-1.1094043239734364,0.9969418960244609,0.008
-1.10810353731364,1.6941896024464587,0.01
-1.04128356478512,1.3761467889908054,0.008
-0.6874017950076046,1.951070336391421,0.008
-0.6862784934508233,2.0,0.009
-0.6839095489022005,1.8042813455657285,0.009
-0.6227997911135832,1.4495412844036517,0.008
-0.6216426299565998,1.7920489296636162,0.008
-0.6108649587047756,1.2538226299694237,0.009
-0.5785440601820577,0.7155963302752308,0.008
-0.5523317034835074,0.2752293577981524,0.009
-0.54752118292466,0.1773700305810384,0.008
-0.5463231809548912,1.0214067278287287,0.008
-0.23073822646578246,-0.6299694189602725,0.007
-0.22948440356414745,-1.0703363914373076,0.008
-0.223521652089953,-1.1559633027522662,0.008
-0.22230793879579958,-0.4709480122324241,0.007
-0.19848789764545782,-0.5321100917431583,0.007
-0.19014139411595643,-0.8256880733945007,0.007
0.19719058481019536,-0.36085626911315427,0.008
0.19843624817989625,-0.3730886850153099,0.007
0.1995992757610514,0.05504587155965668,0.008
0.2019607272533901,-0.10397553516819191,0.008
0.2282750882900788,-0.6788990825688077,0.008
0.2294794049967641,0.5198776758410029,0.008
0.23066759922592972,-0.5932721712538058,0.008
0.262950718408554,0.23853211009172925,0.008
0.27252940715627894,0.26299694189604006,0.008
0.6311092513030854,-0.3975535168195776,0.013
0.6335665122663556,-0.4709480122324241,0.009
0.6503107804130308,-0.4709480122324241,0.008
0.6526584181186803,-0.385321100917422,0.008
0.659907745697192,-0.2752293577981524,0.02
0.6622416163653253,-0.4587155963302685,0.02
0.6646986711526743,-0.09174311926603629,0.008
0.6694349875591832,-0.4831804281345795,0.01
0.6813686860004258,-0.21406727828746153,0.014
0.6837674876992583,-0.1896024464831938,0.009
0.6897463460679205,-0.2018348623853059,0.008
0.7279521047198538,0.16513761467888255,0.008
1.0458991340238541,0.2874617737003078,0.008
1.0531071736755249,0.7033639143730754,0.008
1.057857850474654,0.6299694189602292,0.008
1.0590492344371047,0.7400611620794986,0.008
1.060237102620622,0.5810397553516937,0.011
1.0674309724725157,0.9969418960244609,0.015
1.0722753106771745,0.7155963302752308,0.009
1.0734791059505784,0.16513761467888255,0.008
1.0746295951588762,0.8746177370030792,0.008
1.0758755006654095,0.006116207951077701,0.008
1.081895388042314,1.2660550458715356,0.015
1.0925766984224845,0.7400611620794986,0.008
