,z,snmedian_g,oiii_5007_flux,oiii_5007_eqw,h_beta_flux,h_beta_eqw,h_gamma_flux,h_gamma_eqw,sigma_balmer,e_bv_sfd,oiii/hb,hb/hg,oiii/hg
161,0.06183716,36.47599,1773.729,-18.55326,1786.943,-12.15111,941.2366,-6.407396,500.0,0.04036992,0.9926052481808317,1.8985056467204953,1.8844666686357077
162,0.1207952,35.10575,734.7431,-14.3226,1886.237,-27.91396,896.2451,-12.00434,490.5797,0.04288088,0.38952851629991353,2.104599511896913,0.8198015252747268
163,0.1247753,35.67719,5038.458,-60.14673,2117.616,-13.20133,916.8344,-7.497892,500.0,0.02633778,2.379306729832037,2.309703911633333,5.495494060868571
164,0.1444477,35.65812,415.7328,-9.309697,686.9014,-8.880097,364.7195,-5.170429,500.0,0.02831765,0.6052292221270767,1.8833690000123382,1.1398699548557178
165,0.0551085,36.59348,1897.624,-28.38844,1186.639,-9.49496,639.1501,-6.485289,500.0,0.03021897,1.599158632069231,1.8565889295800784,2.9689802129421556
166,0.1277341,42.49612,1036.479,-13.05238,2236.087,-16.60515,1256.739,-8.741285,500.0,0.03951375,0.46352355699934755,1.7792771609697797,0.8247368785404129
167,0.4614837,35.63981,231.4059,-6.52823,462.6565,-10.74795,197.1892,-4.494105,500.0,0.01426796,0.5001678351001229,2.3462567929683775,1.1735221807279506
168,0.07506416,35.90903,4715.926,-77.7935,3829.025,-31.01656,1666.83,-16.06247,500.0,0.01333245,1.2316258055249052,2.2971898753922115,2.8292783307235894
169,0.3722553,37.01973,527.9416,-9.488585,914.0095,-10.00645,455.424,-5.366451,500.0,0.04266924,0.5776106265853911,2.0069418827290613,1.1592309584035976
170,0.4583784,38.87679,325.5394,-5.393373,965.0396,-11.94227,478.3983,-6.25666,500.0,0.05439631,0.33733268562243457,2.0172304123990408,0.6804777525338196
171,0.3715231,74.62867,3777.846,-18.22199,1577.36,-5.188211,1392.991,-4.35497,495.2364,0.02278602,2.3950436171831417,1.1323547675469547,2.712039058400234
172,0.05014781,36.55472,2849.511,-29.28582,3397.969,-22.88305,1610.891,-10.27112,479.2438,0.02880776,0.8385924062285441,2.1093723908073234,1.7689036688391702
173,0.5102516,38.70803,1130.034,-14.26534,566.0748,-4.802947,462.1684,-3.852957,500.0,0.02890031,1.996262684719405,1.2248236789880051,2.4450698057244935
174,0.5228383,35.82532,453.2127,-5.81275,1333.446,-12.69335,487.05,-4.627244,500.0,0.04002199,0.33988080507197144,2.7378010471204184,0.9305260240221742
175,0.06871108,35.91421,4464.063,-43.07536,1617.351,-8.725917,988.4275,-6.243511,500.0,0.02711669,2.7601077317168627,1.636286930503249,4.516328208189271
176,0.2248686,42.46271,524.3704,-4.37827,4215.459,-21.6249,1771.277,-10.53031,500.0,0.02253275,0.12439224293250155,2.379898231614818,0.29604087898166126
177,0.1145197,38.66998,951.3359,-5.843085,2711.675,-12.26691,1324.708,-6.42264,500.0,0.02625755,0.3508296163810191,2.0469982818855175,0.7181476219665013
178,0.6902146,37.46083,110.5689,-2.640736,553.8109,-10.77882,266.6163,-5.308913,500.0,0.04277926,0.19965100000740327,2.077183202977462,0.41471170367303123
179,0.1175316,37.59769,4705.315,-70.34769,1342.066,-9.84405,883.8357,-7.263531,500.0,0.01869195,3.506023548767348,1.518456428044262,5.323743994500335
180,0.06521195,47.39406,4260.281,-29.46022,2226.578,-11.93965,868.7341,-5.039667,500.0,0.0230756,1.913376041620819,2.5630143907094243,4.9040103295127935
181,0.1382551,74.04954,1368.654,-8.00507,5197.323,-24.13497,2322.489,-9.425919,500.0,0.04823577,0.2633382608700671,2.237824592495379,0.5893048363199997
182,0.4358573,41.44227,631.3001,-67.54519,178.4678,-11.22126,103.8488,-7.535292,500.0,0.05334958,3.537333345286937,1.7185350239964257,6.079031245426043
183,0.1038223,35.75325,11.69727,-0.2987444,10.95932,-0.2289201,18.34904,-0.6480563,500.0,0.02405703,1.0673353821222484,0.5972693939301457,0.6374867568003558
184,0.06544808,59.48058,38.87955,-0.3869893,41.07878,-0.4400058,49.43292,-0.7321672,500.0,0.02441461,0.9464631130720046,0.8310004749871138,0.7865112965206182
185,0.0673677,44.69945,14.62204,-0.3302023,4.0751,-0.121332,16.89916,-0.4488752,500.0,0.02306357,3.5881426222669384,0.24114216327912158,0.8652524740874695
186,0.06703619,47.34169,17.03178,-0.3146501,9.687269,-0.2016577,14.84454,-0.4165659,500.0,0.02934572,1.7581611494426346,0.6525812857791484,1.14734306351022
187,0.2942613,40.16784,364.8781,-2.481773,2682.965,-16.98236,1132.911,-6.954131,500.0,0.0362667,0.13599808420907467,2.3682045632887316,0.3220712836224558
188,0.05435418,36.49837,4931.464,-60.10292,2138.112,-15.47931,1174.936,-9.347951,500.0,0.04571947,2.3064572856800765,1.8197689065617193,4.197219252793344
189,0.5993487,55.62587,1007.524,-3.956712,3992.194,-11.40223,1681.008,-5.103444,500.0,0.07477354,0.25237350689871285,2.3748810237666924,0.5993570524352055
190,0.06415562,36.65131,36.15646,-0.4684209,8.779606,-0.1936383,24.90985,-0.5041848,500.0,0.01811635,4.1182326405080145,0.35245519342749954,1.4514924818896944
191,0.2017623,40.05085,61.68134,-0.4542891,539.4926,-3.183425,424.5005,-2.930032,500.0,0.03747286,0.11433213356401922,1.2708880201554533,0.14530333886532526
192,0.3338061,46.19778,198.0197,-2.143351,1226.262,-11.54037,605.3386,-4.94865,500.0,0.02575892,0.16148237489215192,2.02574559097999,0.32712220895875466
193,0.06355042,52.27291,3924.688,-26.14967,3590.22,-11.70968,1967.854,-7.929694,500.0,0.02681515,1.093160864793801,1.824434129767757,1.994399991056247
194,0.06283478,40.78841,10.26478,-0.2918055,-0.3670236,-0.06396752,3.04072,-0.06058547,500.0,0.04306542,-27.9676293295581,-0.12070285984898314,3.3757728432739618
195,0.1179971,50.38049,3841.355,-34.62514,4723.809,-24.48447,2257.625,-13.9918,500.0,0.04918799,0.8131901607368122,2.092379823930015,1.7015026853441115
196,0.0597778,35.22571,56.92393,-0.5336509,35.91306,-0.3591314,32.78834,-0.4813553,500.0,0.01568531,1.585048169106169,1.0952997315509112,1.7361028341172502
197,0.4761917,43.69783,344.8312,-1.375525,2084.148,-10.22045,991.3882,-4.636976,500.0,0.008135256,0.1654542767596159,2.102252175283103,0.3478266132277952
198,0.2161547,37.54329,1615.985,-9.428789,4474.285,-20.94106,1869.44,-8.850812,500.0,0.06868968,0.3611716732394114,2.393382510270455,0.8644219659363231
199,0.6320573,35.83604,798.1677,-18.79718,336.8256,-5.517039,287.7769,-4.745351,500.0,0.04510164,2.3696764735222025,1.1704400179444563,2.7735641741918826
200,0.6017122,36.87822,182.6446,-3.49471,746.1124,-10.08483,309.737,-4.510434,500.0,0.07253804,0.24479502016050128,2.4088578374556477,0.5896764028837368
201,0.5680913,49.76264,86.19328,-5.437768,114.8775,-4.146062,76.17046,-2.836686,497.3358,0.02120407,0.7503060216317382,1.508163400877453,1.131584081282954
202,0.07246289,35.47546,26.44753,-0.4430646,29.21882,-0.5293303,2.604691,-0.1147451,500.0,0.03426394,0.9051539384547357,11.21776824966954,10.15380711186087
203,0.06294216,35.17665,31.14177,-0.4270622,22.63772,-0.3536663,39.83413,-0.8816518,500.0,0.02614157,1.375658414363284,0.5682995963511692,0.7817861215997437
204,0.3592547,55.56921,342.9595,-7.621406,1014.552,-14.65143,467.4595,-7.218732,500.0,0.0332745,0.3380403370157468,2.1703527257441553,0.7336667668535991
205,0.0614777,40.13288,46.82426,-0.6170045,44.56004,-0.5627213,37.82521,-0.5966109,500.0,0.02805919,1.0508127910118572,1.1780513578113645,1.2379114352570681
206,0.4363526,35.01524,413.2165,-10.7366,210.7266,-4.08669,220.0311,-4.055662,500.0,0.06911165,1.9609128605501158,0.9577127960547395,1.8779913384971487
207,0.1058275,39.4706,928.6484,-10.67376,4298.79,-31.98537,1945.137,-14.1751,500.0,0.02938451,0.21602553276619701,2.2100191400400075,0.47742056215063516
208,0.1347965,36.97502,692.6812,-5.466845,892.6796,-4.659881,750.463,-4.198096,500.0,0.01291334,0.7759572415455668,1.1895051454901842,0.9230051314988215
209,0.05247626,38.40175,37.43734,-0.5402035,94.42793,-0.7017177,83.8341,-0.9498432,500.0,0.03350921,0.39646469005515633,1.1263665978402582,0.4465645841012189
210,0.341655,37.18922,853.5807,-15.33186,2016.253,-23.85095,870.472,-10.50847,500.0,0.015595,0.42334999625543024,2.3162755378691102,0.9805952402834325
211,0.07700984,45.00049,1623.558,-8.909379,1357.127,-5.379469,942.168,-4.573113,500.0,0.0183279,1.1963198727900926,1.440429944553413,1.7232149680311792
212,0.6416696,38.38004,1058.913,-17.4747,776.3964,-7.518203,439.5287,-4.692954,500.0,0.01629856,1.3638819036255192,1.7664293594479723,2.409201037383907
213,0.07723631,45.4135,1940.391,-27.65263,2203.247,-17.19365,1166.518,-10.28885,500.0,0.03000705,0.8806960817375448,1.8887381077703043,1.6634042509416915
214,0.2402315,45.88834,2442.218,-20.32894,2368.552,-10.43072,1205.612,-6.267013,500.0,0.02099199,1.0311017026436404,1.9646055281467005,2.0257081050951715
215,0.08162035,40.31264,14.25926,-0.1782407,11.72359,-0.1742419,7.504168,-0.1553128,500.0,0.02570347,1.216287843570101,1.5622771238597004,1.9001786740382145
216,0.05304905,37.67839,23.31484,-0.2942104,22.02636,-0.2344406,-8.243493,0.09309307,500.0,0.02916115,1.0584971824668261,-2.6719692732194953,-2.828271947340769
217,0.05120054,37.92128,38.45893,-0.4019862,43.97346,-0.5443212,23.49476,-0.4305161,500.0,0.03028289,0.8745941301867081,1.871628397140469,1.636915210029811
218,0.05076645,44.89597,48.70022,-0.4394958,50.46987,-0.4699351,52.84549,-0.6982512,500.0,0.02436521,0.9649365056815086,0.9550459272872671,0.9215586798419317
219,0.2055347,37.90739,858.121,-12.90127,1431.322,-10.36662,790.969,-7.349889,500.0,0.01941598,0.5995303642366987,1.8095804007489544,1.084898396776612
220,0.2688824,43.70459,277.1395,-3.645309,1758.446,-17.37642,710.2274,-6.612545,500.0,0.05115553,0.1576047828594111,2.4758915243202386,0.3902123460739476
221,0.6483147,44.086,234.7083,-1.404935,377.1447,-3.366192,376.3291,-3.559815,500.0,0.01989669,0.6223295727077698,1.002167252014261,0.6236783177277548
222,0.07899001,36.3779,-1.139285,0.06005343,-49.34293,0.5871071,-41.7087,0.5331087,500.0,0.01489872,0.02308912340633197,1.1830368724031197,0.027315284341156643
223,0.3342988,49.09047,677.9323,-3.403681,2544.763,-10.1722,1099.083,-4.542727,500.0,0.02276562,0.26640292239395186,2.315351069937393,0.6168162913992847
224,0.362186,36.29767,999.7714,-9.079406,1378.177,-8.303109,784.8537,-5.655378,500.0,0.02741549,0.7254303329688422,1.7559667489622588,1.2738315433819067
225,0.05069571,35.39384,80.50111,-1.001941,77.76763,-0.6958082,68.4782,-0.8889102,500.0,0.02324224,1.03514932884029,1.135655288836447,1.1755728100329739
226,0.3244995,38.28455,224.4704,-5.178799,929.8518,-16.77513,435.0875,-7.722269,500.0,0.02124372,0.24140449047902043,2.137160456230069,0.5159201310081306
227,0.4759276,37.72979,783.5317,-23.27002,292.3211,-5.62268,208.4787,-4.414503,500.0,0.0200961,2.6803802394011242,1.4021629068101442,3.7583297478351505
228,0.05738796,47.04585,103.3955,-0.4979789,-109.8656,0.4285957,-153.2262,0.6840397,500.0,0.01337368,-0.9411089549413101,0.717015758401631,-0.6747899510658099
229,0.05059979,42.86589,48.49316,-0.6711056,71.2141,-0.7466235,47.00879,-0.7940503,500.0,0.0461428,0.6809488570381428,1.5149102965636854,1.0315764349603553
230,0.060387,45.90843,1438.772,-30.07759,1887.681,-21.58853,871.7148,-12.26865,500.0,0.03116452,0.7621902217588671,2.165480040031442,1.6505077119259648
231,0.5112072,76.94443,529.0925,-4.118898,2766.907,-16.15146,1190.82,-7.465265,500.0,0.03008878,0.1912216420718152,2.3235308442921685,0.4443093834500596
232,0.2967729,40.6056,440.1302,-4.268719,2577.094,-16.616,1179.156,-8.15502,500.0,0.04973055,0.1707854661102777,2.1855411836941,0.3732586697604049
233,0.3949879,41.88158,3202.816,-42.69968,760.4915,-6.657425,490.1138,-4.901078,500.0,0.0230568,4.211507952422874,1.5516631035486044,6.534841500076104
234,0.322985,35.31028,659.5978,-9.350973,992.5004,-8.98836,536.9249,-5.792024,500.0,0.03971768,0.6645818984052803,1.8484901705992776,1.2284731067603682
235,0.4473778,42.56288,821.5318,-12.61573,1699.505,-13.29521,782.9147,-7.130598,500.0,0.02485514,0.48339475317813124,2.170740950450924,1.0493247859568864
236,0.2308216,35.2642,316.5716,-3.733603,969.6373,-7.999559,509.3384,-4.961278,500.0,0.04131947,0.32648455252288666,1.9037192169292558,0.6215349166683682
237,0.5659922,35.09197,506.2195,-18.0927,422.1902,-7.778267,262.1238,-5.949778,500.0,0.04197626,1.1990318581530315,1.610651913332555,1.9312229564808687
238,0.5038974,43.7641,396.5981,-4.853693,1402.407,-12.14369,698.3621,-6.43252,500.0,0.05240672,0.2827981463298458,2.008137325894403,0.5678975133387106
239,0.07390932,40.39329,12.38525,-0.3228464,13.68435,-0.3610589,6.766839,-0.1523067,500.0,0.03424846,0.9050667368197978,2.0222662309536257,1.8302858986300692
240,0.3255792,42.40945,349.9211,-5.976952,797.6859,-10.47909,405.7315,-5.534883,500.0,0.03087739,0.4386702836291829,1.966043799902152,0.8624449913304736
241,0.3858436,43.79339,250.9195,-6.982044,678.8031,-12.96311,285.0184,-5.601283,500.0,0.02635309,0.36964990289525784,2.38161150297665,0.8803624608095478
242,0.5997332,41.86623,1176.837,-14.92682,2676.499,-19.9844,1173.165,-9.561625,500.0,0.03940573,0.4396926731525026,2.281434410334437,1.0031299945020522
243,0.6650785,35.88644,291.8896,-7.739265,451.6074,-7.699416,203.1778,-4.151537,500.0,0.03599897,0.6463348474803556,2.2227201987618725,1.4366215206582609
244,0.3428728,44.35062,2798.109,-29.56216,1565.865,-9.174288,892.3428,-5.938221,500.0,0.01833238,1.786941402994511,1.754779665393165,3.1356884372239007
245,0.306345,38.77103,435.3339,-7.109898,1376.705,-19.8762,622.4163,-7.382302,500.0,0.02514702,0.31621436691230154,2.2118717006607955,0.6994256095156892
246,0.2688896,42.51795,1467.694,-18.77042,1217.897,-9.82467,622.2569,-5.581181,500.0,0.02380977,1.2051051936247483,1.9572253839210139,2.3586624752574057
247,0.07212282,35.51295,59.9053,-0.5028847,69.04453,-0.5103016,38.6208,-0.4877534,500.0,0.02401691,0.8676328160970899,1.78775504391416,1.5511149432430191
248,0.5924422,37.64338,2372.594,-34.66352,639.2422,-6.296787,392.1492,-4.433008,446.9662,0.01636699,3.7115728592386423,1.6300994621434903,6.050232921551287
249,0.08168268,39.11105,458.6283,-5.48113,1508.802,-12.61329,708.8468,-6.33282,500.0,0.01165435,0.3039685127670828,2.128530452560412,0.6470062360442341
250,0.05135725,35.18037,70.35035,-0.4105095,4.462546,-0.03394263,-5.007751,0.08897451,500.0,0.02054169,15.764621810060897,-0.8911277737251712,-14.048292337218845
251,0.05398783,36.27182,22.09426,-0.2331591,-13.36018,0.1802645,-20.3362,0.3963563,500.0,0.02931957,-1.653739695123868,0.6569654114337978,-1.0864497792114554
252,0.05376557,41.68623,31.03049,-0.3598774,8.342918,-0.0457054,-14.89767,0.2172978,500.0,0.03504299,3.7193809168446825,-0.560014955358791,-2.0829089381091137
253,0.05455149,35.15771,17.72957,-0.2887175,35.12908,-0.566705,11.79635,-0.266881,500.0,0.02437059,0.5046978173069149,2.977961827175355,1.5029708341987138
254,0.1829528,44.86892,2392.272,-11.67533,1984.522,-7.393268,1265.194,-5.250288,500.0,0.01161656,1.205465094365293,1.5685515422931187,1.8908341329472003
255,0.4459953,50.57874,186.9031,-1.173697,1222.596,-9.794794,689.4226,-4.908947,500.0,0.01582363,0.15287396654332255,1.7733622309451416,0.27110091836269945
256,0.09495958,35.71018,379.3304,-11.15764,468.8044,-9.700706,283.5496,-5.631829,466.5177,0.03617373,0.809144282775503,1.6533417786517772,1.3377920476699667
257,0.07044509,39.41413,53.62342,-0.482601,-20.49752,0.2078495,-102.1519,0.9065353,500.0,0.02167209,-2.616093068820033,0.2006572564974318,-0.5249380579313748
258,0.2251655,36.77055,391.3485,-8.035759,1074.858,-12.56096,519.9,-6.907714,500.0,0.009952372,0.3640932104519853,2.0674321984997115,0.7527380265435661
259,0.09967799,39.37139,14873.48,-189.9055,4169.275,-27.72459,2296.28,-18.0158,500.0,0.01186498,3.567402006344029,1.815664901492849,6.477206612434023
260,0.05376228,35.72892,12.55165,-0.1613349,21.13997,-0.2838545,16.40985,-0.3272199,500.0,0.02082672,0.5937401992528845,1.2882488261623357,0.7648851147329196
261,0.05026412,39.49229,2367.825,-29.31319,3685.079,-28.08086,1811.943,-13.53556,500.0,0.06889841,0.6425438911893069,2.033772033667726,1.3067877963048506
262,0.2858998,39.5695,2211.76,-18.62582,2536.629,-11.2408,1216.535,-6.669644,500.0,0.01648002,0.8719288473008865,2.0851261985886143,1.8180816828122497
263,0.1807287,36.42577,0.7705069,-0.08545488,289.9603,-2.628795,245.5759,-1.994145,500.0,0.02854004,0.0026572841178602725,1.1807359761279508,0.0031375509567510493
264,0.3228939,45.39198,565.1605,-2.457274,3176.712,-10.66139,1545.053,-5.450291,500.0,0.0104667,0.1779073771874819,2.056053740551295,0.3657871283379922
265,0.05337936,41.62952,28.53689,-0.5343207,53.13551,-0.379366,14.94958,-0.2317661,500.0,0.02275189,0.5370587390616934,3.5543145693725173,1.9088757008558102
266,0.3683242,36.66331,403.4208,-5.010522,1482.056,-12.25224,756.7961,-7.427137,500.0,0.03458149,0.2722034794906535,1.9583293307140457,0.5330640578089659
267,0.4083879,45.40512,1090.307,-17.2566,545.8138,-5.735824,403.9331,-4.504544,500.0,0.03638606,1.9975804935675865,1.3512480160699878,2.699226678873308
268,0.1395377,43.6045,568.3103,-7.226767,3421.211,-30.15136,1400.953,-12.24471,500.0,0.03154486,0.1661137825173601,2.442059797866167,0.4056597901571288
269,0.06449452,50.02684,3867.807,-21.08663,6220.282,-21.8575,2802.708,-8.845398,442.2415,0.02924547,0.6218057316372473,2.2193828254673695,1.3800249615728788
270,0.1331618,44.56332,9180.033,-51.75267,4795.136,-20.45918,2261.436,-11.46482,500.0,0.04058812,1.9144468478057763,2.1203942981362287,4.059382180172244
271,0.06849016,35.35749,24.44884,-0.4134346,-11.65996,0.1727219,-8.298667,0.155551,500.0,0.0137136,-2.096820229228917,1.4050401106587358,-2.9461165269072733
272,0.2755408,37.66719,875.6961,-15.47044,1777.994,-26.61959,783.0153,-11.06669,500.0,0.01909766,0.49251915360794246,2.270701479268668,1.1183639706657074
273,0.1918546,43.57358,330.3398,-3.613181,767.5447,-6.32075,494.2873,-4.444671,500.0,0.03961959,0.43038509678980263,1.5528311166400595,0.6683153704333492
274,0.1188412,41.91333,1147.539,-6.33947,5024.298,-21.31766,2172.032,-9.054416,500.0,0.04138075,0.2283978776736571,2.3131786272025456,0.528325089133125
275,0.1269882,37.49222,752.4831,-6.423095,942.4144,-5.208287,564.974,-3.904174,500.0,0.01675888,0.7984630752671013,1.6680668490939405,1.3318897860786514
276,0.0572172,37.65995,11.06479,-0.1774964,52.07384,-0.387391,42.65931,-0.4689156,500.0,0.02682822,0.2124826976462654,1.2206910988480593,0.2593757376760196
277,0.4357807,45.68666,218.5318,-1.031161,1594.27,-7.702749,915.0729,-4.473703,500.0,0.05071359,0.13707326864332892,1.7422327773011308,0.23881354152221096
278,0.05204447,42.91232,98.84383,-0.7379942,-56.45498,0.2555715,-127.4218,0.8115009,500.0,0.04173993,-1.7508434154081711,0.443055897813404,-0.7757215013443539
279,0.3557244,39.66674,227.7173,-3.656336,900.2259,-9.797135,508.9882,-5.78607,500.0,0.04568139,0.2529557303339084,1.7686577016913163,0.4473921006420188
280,0.3813043,38.21982,226.4343,-7.128324,455.8603,-9.231826,220.0424,-4.87251,500.0,0.03792301,0.4967186219111425,2.0716930009852645,1.02904849247236
281,0.6314298,42.62277,936.5092,-22.67923,753.2421,-11.55814,424.3991,-6.016868,500.0,0.0367436,1.2433043771716954,1.774843773231376,2.2066710320544978
282,0.05681,35.00145,41.88915,-0.4775007,51.77808,-0.6261827,46.78863,-0.8967955,500.0,0.02510186,0.8090131963178241,1.1066380870737187,0.8952848159905517
283,0.460881,44.60059,4071.161,-29.04242,1378.274,-5.898989,1026.574,-4.851277,500.0,0.06995784,2.953811070948157,1.342595857678063,3.965774508218599
284,0.6309952,36.86317,472.7802,-11.43952,717.3774,-9.282141,347.0113,-4.864211,500.0,0.04585969,0.6590397188425506,2.0673027074334467,1.3624345950693824
285,0.05015523,39.4217,41.10273,-0.4920362,86.44918,-0.8075885,37.38781,-0.5495617,500.0,0.04733186,0.47545540628609784,2.3122290393580154,1.0993617973344787
286,0.1490557,36.40572,545.1528,-10.0706,1958.264,-20.19644,942.7999,-11.76659,500.0,0.04924946,0.27838575391264914,2.0770727701604548,0.5782274690525528
287,0.05224967,37.26434,52.88428,-0.4475668,38.21439,-0.4170801,3.257305,-0.1243994,500.0,0.05689964,1.3838839243541503,11.731904135473957,16.235593535146386
288,0.05387033,40.33707,54.12582,-0.3721606,49.93454,-0.3709791,31.09171,-0.3399729,498.1586,0.02537296,1.0839354883413364,1.6060403239320062,1.7408441028171175
289,0.06738997,46.68539,13407.49,-116.6997,4510.373,-27.85945,2181.303,-13.60655,500.0,0.02857031,2.9725900718188942,2.067742537373304,6.146550937673492
290,0.6112553,39.59856,210.5705,-5.427294,583.843,-8.932596,335.2483,-5.323401,500.0,0.1059498,0.3606628836861965,1.741524118093962,0.6281031104408286
291,0.1846759,48.04957,1473.042,-18.86394,3112.576,-20.72246,1306.929,-9.828963,500.0,0.1184658,0.4732549502405724,2.381595327672735,1.1271017782909398
292,0.05488811,35.89247,35.20956,-0.3316639,36.97847,-0.4625452,2.475616,-0.1514748,500.0,0.03704821,0.9521637861166241,14.937078286777917,14.222545015058879
293,0.4236842,40.15984,472.5421,-5.247416,1365.047,-12.31159,651.0966,-6.031228,500.0,0.02947504,0.34617276914274747,2.096535291383798,0.7257634274238263
294,0.2009477,42.91209,814.9982,-9.525914,3135.877,-21.42677,1397.776,-10.91753,500.0,0.03650901,0.25989482368090333,2.2434760648344225,0.5830678163024691
295,0.06224259,37.91283,41.29363,-0.4425872,18.03467,-0.1961063,35.02753,-0.5457641,500.0,0.01479737,2.2896803767410217,0.5148713026582233,1.1788907182436215
296,0.06196309,44.36957,6.801384,-0.2921901,15.88499,-0.1329573,21.52706,-0.3414301,500.0,0.01415497,0.4281641977741251,0.7379080097328665,0.3159457910183741
297,0.1617697,37.06616,455.3734,-10.90679,1354.625,-16.94715,598.671,-9.277284,500.0,0.03441319,0.33616196364307466,2.2627202587063677,0.7606404853416985
298,0.5607508,39.19305,291.8894,-8.39417,625.2177,-12.8672,331.0123,-6.966084,500.0,0.01193781,0.46686042317739884,1.888805038362623,0.8818083195095773
299,0.1601164,44.49894,565.23,-7.878808,3359.375,-25.75145,1305.886,-10.41472,500.0,0.01523244,0.16825451162790697,2.5724871849457,0.43283257497208794
300,0.1534853,38.64934,11341.38,-102.8908,5517.438,-27.59008,2560.953,-14.45629,500.0,0.05673105,2.055551870270223,2.154447192119496,4.428577955159661
301,0.06029896,52.31209,70.97681,-0.5593067,-51.42307,0.3614495,-57.75102,0.5167919,500.0,0.01049321,-1.3802522875433145,0.890427043539664,-1.2290139637360518
302,0.06062174,35.50044,24.75229,-0.3893389,6.356665,-0.1523006,43.33659,-0.9184699,500.0,0.03155204,3.893911351313936,0.14668124557100592,0.5711637671538069
303,0.0677386,36.5956,11.53576,-0.1095693,-3.14879,-0.09899226,4.504417,-0.1521296,500.0,0.02641489,-3.663553301426897,-0.6990449596473861,2.5609884697620133
304,0.09478367,37.22327,706.7639,-8.53159,1421.419,-11.29103,726.966,-5.809944,500.0,0.03967275,0.49722418231358945,1.9552757625528567,0.9722103922329243
305,0.06382009,36.7074,25.94437,-0.3996667,-12.60678,0.09813543,-12.57114,0.2226655,500.0,0.03211977,-2.0579696004848183,1.0028350650776303,-2.0638040782299774
306,0.4868797,66.38396,467.6919,-8.197352,868.783,-7.499691,504.7486,-4.957616,500.0,0.04178585,0.5383299396972546,1.72121923666554,0.9265838478799148
307,0.09277964,35.38494,13.12464,-0.1981344,-29.44022,0.2257695,-62.15277,0.6636882,500.0,0.07677553,-0.44580645117461754,0.47367510732023693,-0.21116741860419094
308,0.5864882,40.02964,287.7785,-5.608263,420.0517,-4.996523,271.1191,-3.640395,500.0,0.01794488,0.6851025718976974,1.5493253702892935,1.0614467958915472
309,0.5858535,38.39255,1179.341,-36.93035,371.3216,-7.20357,255.8495,-5.486598,500.0,0.01706536,3.1760635524569536,1.451328222255662,4.609510669358353
310,0.3419518,37.34633,638.3578,-12.1855,687.1569,-7.843105,385.7495,-5.114845,500.0,0.02139797,0.9289840500764819,1.781355257751468,1.654850621970994
311,0.08044197,35.819,534.6088,-8.234655,2319.595,-25.66527,1068.148,-12.44667,500.0,0.02060772,0.2304750613792494,2.171604496755131,0.5005006796810929
312,0.3068048,35.06949,4727.169,-80.40247,1575.622,-16.62766,762.5608,-10.76387,500.0,0.06355516,3.000192305007165,2.066224752177138,6.199071601897186
313,0.06603646,41.39798,22.18777,-0.2714713,-13.20331,0.02695395,4.881132,-0.1175563,500.0,0.04450176,-1.6804702760141208,-2.7049688473903184,4.545619745583607
314,0.6610256,35.47275,240.1378,-6.90688,473.0598,-10.2274,181.4447,-4.410185,500.0,0.04599903,0.5076267313350236,2.6071844479337227,1.3234765192921039
315,0.05542276,35.31345,53.83129,-0.6963661,41.31384,-0.4717567,-6.257751,0.1186674,500.0,0.01054991,1.302984423621721,-6.602026830406004,-8.602338124351705
316,0.07323702,37.1472,65.52161,-0.90818,61.31808,-0.5953308,44.06738,-0.5930035,500.0,0.01829139,1.0685528640166162,1.391461893128205,1.4868505910721264
317,0.1426254,40.71203,4286.996,-49.94422,3572.795,-24.84218,1423.135,-10.95394,500.0,0.02418874,1.1998997983371562,2.5105102467439844,3.012360738791471
318,0.05897063,45.00253,886.6225,-11.5472,2150.045,-18.73977,1126.438,-8.708666,500.0,0.02191551,0.4123739270573406,1.9087113538428213,0.7871027966030975
319,0.05300264,35.85763,48.53039,-0.5679414,-11.13084,0.03064221,-45.87267,0.5381837,500.0,0.02712379,-4.359993495549303,0.24264643850030965,-1.057936893579554
320,0.552017,42.94479,359.146,-2.357616,1450.117,-9.709053,733.9569,-4.70366,500.0,0.02188222,0.24766691239396546,1.975752254662365,0.4893284605676437
321,0.1774282,40.59752,1437.593,-12.72672,1343.096,-6.451722,780.7585,-4.241206,500.0,0.03172235,1.070357591713474,1.7202451206102782,1.8412774244532721
322,0.3589468,58.62609,3821.99,-28.77856,1942.12,-7.749121,1239.287,-5.250504,500.0,0.05822459,1.9679473976891233,1.5671269044216551,3.0840233134052077
323,0.07311015,36.44063,22.04308,-0.3224268,-2.944934,0.03213946,4.335423,-0.1079272,500.0,0.04463285,-7.485084555375435,-0.6792725877036682,5.084412755110632
324,0.06078022,38.1157,41.1304,-0.5217549,22.32348,-0.2951777,13.87846,-0.1653867,500.0,0.04847138,1.842472589399144,1.6084983492404776,2.9636141185693514
325,0.502505,37.19617,232.9132,-14.9887,574.8325,-20.61713,236.7077,-8.898745,500.0,0.05165878,0.40518446677945313,2.4284486731948305,0.9839696807497179
326,0.08289477,39.20909,61.13594,-0.8675305,30.93255,-0.3888011,16.63278,-0.2501303,500.0,0.05492552,1.976427420306441,1.859734211599023,3.6756296902862897
