51081.404271 r 17.759 0.007
51081.405104 i 17.729 0.008
51081.405938 u 18.327 0.016
51081.406771 z 17.558 0.021
51081.407604 g 17.855 0.006
51818.390242 r 17.551 0.006
51818.391075 i 17.543 0.007
#51818.391909 u -99.000 0.014
51818.392742 z 17.371 0.016
51818.393575 g 17.613 0.005
51875.219240 r 17.581 0.006
51875.220073 i 17.574 0.007
51875.220907 u 18.161 0.014
51875.221740 z 17.447 0.018
51875.222573 g 17.693 0.005
52171.378342 r 17.687 0.006
52171.379175 i 17.645 0.007
52171.380009 u 18.367 0.017
52171.380842 z 17.480 0.017
52171.381675 g 17.828 0.006
52171.451666 r 17.679 0.006
52171.452499 i 17.676 0.007
52171.453333 u 18.368 0.017
52171.454166 z 17.462 0.017
52171.454999 g 17.827 0.006
52173.354800 r 17.713 0.006
52173.355633 i 17.657 0.007
#52173.356467 u -99.000 0.018
52173.357300 z 17.506 0.021
52173.358133 g 17.820 0.006
52225.300100 r 17.701 0.006
52225.300933 i 17.670 0.007
52225.301767 u 18.360 0.016
52225.302600 z 17.522 0.017
52225.303433 g 17.851 0.006
52234.291252 r 17.718 0.006
52234.292085 i 17.693 0.007
#52234.292919 u -99.000 0.018
52234.293752 z 17.526 0.017
52234.294585 g 17.845 0.006
52261.254609 r 17.698 0.006
52261.255442 i 17.673 0.007
52261.256276 u 18.375 0.017
52261.257109 z 17.466 0.016
52261.257942 g 17.828 0.006
52283.121980 r 17.698 0.007
52283.122813 i 17.667 0.008
52283.123647 u 18.358 0.017
52283.124480 z 17.505 0.021
52283.125313 g 17.826 0.006
52287.135104 r 17.704 0.008
52287.135937 i 17.672 0.009
52287.136771 u 18.411 0.017
52287.137604 z 17.527 0.019
52287.138437 g 17.820 0.007
52288.134523 r 17.686 0.006
52288.135356 i 17.672 0.007
52288.136190 u 18.300 0.016
52288.137023 z 17.535 0.017
52288.137856 g 17.811 0.005
52551.407810 r 17.661 0.006
52551.408643 i 17.652 0.007
52551.409477 u 18.201 0.015
52551.410310 z 17.475 0.017
52551.411143 g 17.732 0.005
52552.453798 r 17.649 0.006
52552.454631 i 17.644 0.007
52552.455465 u 18.158 0.016
52552.456298 z 17.491 0.019
52552.457131 g 17.731 0.005
52557.428157 r 17.654 0.007
52557.428990 i 17.647 0.008
#52557.429824 u -99.000 0.016
52557.430657 z 17.469 0.019
52557.431490 g 17.722 0.005
52558.440682 r 17.621 0.007
52558.441515 i 17.645 0.007
52558.442349 u 18.186 0.015
52558.443182 z 17.481 0.016
52558.444015 g 17.725 0.006
52578.312292 r 17.609 0.006
52578.313125 i 17.629 0.007
52578.313959 u 18.130 0.014
52578.314792 z 17.479 0.016
52578.315625 g 17.709 0.006
52585.275272 r 17.605 0.006
52585.276105 i 17.625 0.007
52585.276939 u 18.205 0.015
52585.277772 z 17.455 0.019
52585.278605 g 17.690 0.005
52585.329486 r 17.630 0.007
52585.330319 i 17.624 0.008
52585.331153 u 18.163 0.014
52585.331986 z 17.498 0.016
52585.332819 g 17.712 0.006
52908.402725 r 17.856 0.007
52908.403558 i 17.806 0.008
52908.404392 u 18.530 0.019
52908.405225 z 17.598 0.020
52908.406058 g 17.989 0.006
52909.441905 r 17.850 0.007
52909.442738 i 17.812 0.007
52909.443572 u 18.505 0.018
52909.444405 z 17.613 0.017
52909.445238 g 17.975 0.006
52910.412147 r 17.827 0.006
52910.412980 i 17.807 0.007
52910.413814 u 18.502 0.019
52910.414647 z 17.625 0.020
52910.415480 g 17.983 0.006
52912.382164 r 17.859 0.007
52912.382997 i 17.800 0.008
52912.383831 u 18.514 0.019
52912.384664 z 17.642 0.019
52912.385497 g 17.977 0.006
52934.334630 r 17.862 0.007
52934.335463 i 17.838 0.008
52934.336297 u 18.551 0.019
52934.337130 z 17.632 0.020
52934.337963 g 17.977 0.006
52935.339317 r 17.821 0.007
52935.340150 i 17.815 0.008
52935.340984 u 18.575 0.019
52935.341817 z 17.610 0.019
52935.342650 g 17.953 0.006
52936.330556 r 17.858 0.007
52936.331389 i 17.798 0.008
52936.332223 u 18.485 0.018
52936.333056 z 17.623 0.018
52936.333889 g 17.973 0.006
52963.262396 r 17.822 0.007
52963.263229 i 17.817 0.008
52963.264063 u 18.527 0.018
52963.264896 z 17.611 0.017
52963.265729 g 17.967 0.006
52971.253311 r 17.863 0.006
52971.254144 i 17.811 0.007
52971.254978 u 18.516 0.019
52971.255811 z 17.645 0.020
52971.256644 g 17.959 0.006
53270.394647 r 17.904 0.013
53270.395480 i 17.881 0.012
53270.396313 u 18.605 0.019
53270.397147 z 17.630 0.019
53270.397980 g 18.051 0.015
53272.444555 r 17.926 0.007
53272.445388 i 17.875 0.008
53272.446222 u 18.659 0.020
53272.447055 z 17.633 0.021
53272.447888 g 18.037 0.006
53286.413275 r 17.916 0.007
53286.414108 i 17.861 0.008
53286.414942 u 18.578 0.022
53286.415775 z 17.643 0.021
53286.416608 g 18.066 0.006
53288.371767 r 17.910 0.007
53288.372600 i 17.884 0.008
#53288.373434 u -99.000 0.020
53288.374267 z 17.667 0.020
53288.375100 g 18.051 0.006
#53294.419439 r -99.000 0.019
#53294.420272 i -99.000 0.017
53294.421106 u 18.572 0.052
53294.421939 z 17.611 0.046
53294.422772 g 18.035 0.008
53296.366448 r 17.915 0.013
53296.367281 i 17.867 0.017
53296.368114 u 18.537 0.030
53296.368948 z 17.689 0.023
53296.369781 g 18.022 0.013
53298.416217 r 17.903 0.007
53298.417050 i 17.847 0.008
53298.417884 u 18.555 0.019
53298.418717 z 17.630 0.020
53298.419550 g 18.030 0.006
53302.367436 r 17.901 0.008
53302.368269 i 17.837 0.008
53302.369103 u 18.513 0.022
53302.369936 z 17.656 0.019
53302.370769 g 18.008 0.007
53312.322997 r 17.898 0.010
53312.323830 i 17.878 0.016
53312.324663 u 18.504 0.021
53312.325497 z 17.601 0.022
53312.326330 g 17.983 0.010
53314.324168 r 17.894 0.007
53314.325001 i 17.843 0.008
53314.325835 u 18.492 0.021
53314.326668 z 17.590 0.021
53314.327501 g 17.992 0.006
53319.311964 r 17.869 0.007
53319.312797 i 17.838 0.008
53319.313631 u 18.530 0.020
53319.314464 z 17.678 0.023
53319.315297 g 17.978 0.006
53616.428519 r 17.928 0.007
53616.429352 i 17.867 0.008
53616.430186 u 18.553 0.022
53616.431019 z 17.704 0.023
53616.431852 g 18.039 0.006
53622.441749 r 17.925 0.007
53622.442582 i 17.881 0.008
53622.443416 u 18.565 0.019
53622.444249 z 17.665 0.018
53622.445082 g 18.040 0.006
53626.404948 r 17.927 0.007
53626.405781 i 17.894 0.008
#53626.406615 u -99.000 0.023
53626.407448 z 17.664 0.025
53626.408281 g 18.040 0.007
53627.398847 r 17.909 0.007
53627.399680 i 17.886 0.008
53627.400514 u 18.536 0.019
53627.401347 z 17.703 0.019
53627.402180 g 18.042 0.006
53628.389812 r 17.920 0.007
53628.390645 i 17.877 0.008
53628.391479 u 18.556 0.022
53628.392312 z 17.645 0.022
53628.393145 g 18.041 0.007
53634.391220 r 17.905 0.009
53634.392053 i 17.893 0.009
53634.392887 u 18.577 0.031
53634.393720 z 17.692 0.021
53634.394553 g 18.035 0.009
53638.432557 r 17.897 0.007
53638.433390 i 17.883 0.008
53638.434224 u 18.576 0.022
53638.435057 z 17.677 0.020
53638.435890 g 18.044 0.007
53639.436808 r 17.928 0.007
53639.437641 i 17.886 0.008
53639.438475 u 18.520 0.021
53639.439308 z 17.667 0.019
53639.440141 g 18.042 0.006
53640.396593 r 17.897 0.007
53640.397426 i 17.894 0.008
53640.398260 u 18.527 0.021
53640.399093 z 17.635 0.019
53640.399926 g 18.029 0.006
53641.435973 r 17.912 0.007
53641.436806 i 17.888 0.008
53641.437640 u 18.527 0.022
53641.438473 z 17.704 0.021
53641.439306 g 18.040 0.006
