51075.411122 r 18.267 0.008
51075.411955 i 18.078 0.009
51075.412789 u 18.571 0.017
51075.413622 z 17.857 0.023
51075.414455 g 18.429 0.007
51818.380794 r 18.459 0.008
51818.381627 i 18.212 0.009
51818.382461 u 18.800 0.021
51818.383294 z 17.935 0.021
51818.384127 g 18.648 0.008
51819.465961 r 18.508 0.010
51819.466794 i 18.237 0.011
51819.467628 u 18.823 0.026
51819.468461 z 18.004 0.030
51819.469294 g 18.707 0.010
51875.209790 r 18.503 0.009
51875.210623 i 18.235 0.010
51875.211457 u 18.893 0.021
51875.212290 z 18.056 0.028
51875.213123 g 18.679 0.008
52170.431774 r 18.514 0.009
52170.432607 i 18.230 0.009
52170.433441 u 18.825 0.021
52170.434274 z 17.992 0.023
52170.435107 g 18.726 0.008
52171.368876 r 18.518 0.009
52171.369709 i 18.273 0.009
52171.370543 u 18.887 0.023
52171.371376 z 17.985 0.022
52171.372209 g 18.731 0.009
52173.345142 r 18.514 0.009
52173.345975 i 18.276 0.010
52173.346809 u 18.919 0.023
52173.347642 z 18.062 0.027
52173.348475 g 18.715 0.009
52224.325287 r 18.499 0.009
52224.326120 i 18.236 0.010
52224.326954 u 18.866 0.021
52224.327787 z 17.951 0.021
52224.328620 g 18.685 0.008
52225.290636 r 18.555 0.009
52225.291469 i 18.262 0.009
#52225.292303 u -99.000 0.023
52225.293136 z 18.071 0.024
52225.293969 g 18.713 0.008
52234.281790 r 18.479 0.009
52234.282623 i 18.245 0.009
52234.283457 u 18.853 0.022
52234.284290 z 18.045 0.024
52234.285123 g 18.670 0.009
52261.245145 r 18.458 0.008
52261.245978 i 18.245 0.009
52261.246812 u 18.764 0.020
52261.247645 z 17.939 0.021
52261.248478 g 18.625 0.008
52283.112516 r 18.441 0.009
52283.113349 i 18.214 0.011
52283.114183 u 18.835 0.024
52283.115016 z 18.078 0.028
52283.115849 g 18.590 0.009
52287.125640 r 18.423 0.008
52287.126473 i 18.197 0.009
52287.127307 u 18.823 0.019
52287.128140 z 17.972 0.021
52287.128973 g 18.581 0.008
52288.125060 r 18.498 0.009
52288.125893 i 18.260 0.009
52288.126727 u 18.817 0.021
52288.127560 z 18.062 0.024
52288.128393 g 18.650 0.008
52551.398346 r 18.422 0.008
52551.399179 i 18.175 0.009
52551.400013 u 18.687 0.019
52551.400846 z 17.998 0.023
52551.401679 g 18.514 0.007
52552.444334 r 18.359 0.009
52552.445167 i 18.177 0.009
52552.446001 u 18.619 0.019
52552.446834 z 18.004 0.025
52552.447667 g 18.479 0.008
52557.418694 r 18.368 0.008
52557.419527 i 18.165 0.009
52557.420361 u 18.548 0.018
52557.421194 z 17.939 0.023
52557.422027 g 18.472 0.008
52558.431221 r 18.423 0.009
52558.432054 i 18.198 0.009
52558.432888 u 18.639 0.019
52558.433721 z 18.000 0.022
52558.434554 g 18.527 0.007
52578.302829 r 18.416 0.008
52578.303662 i 18.176 0.009
52578.304496 u 18.676 0.020
52578.305329 z 17.991 0.024
52578.306162 g 18.522 0.007
52585.265808 r 18.432 0.008
52585.266641 i 18.182 0.009
52585.267475 u 18.670 0.020
52585.268308 z 17.952 0.025
52585.269141 g 18.498 0.007
52908.393262 r 18.383 0.008
52908.394095 i 18.218 0.009
52908.394929 u 18.689 0.021
52908.395762 z 17.967 0.023
52908.396595 g 18.537 0.008
52909.432443 r 18.442 0.008
52909.433276 i 18.207 0.009
52909.434110 u 18.642 0.020
52909.434943 z 17.984 0.022
52909.435776 g 18.535 0.007
52910.402686 r 18.439 0.009
52910.403519 i 18.270 0.009
#52910.404353 u -99.000 0.023
52910.405186 z 18.034 0.025
52910.406019 g 18.571 0.008
52912.372701 r 18.413 0.008
52912.373534 i 18.191 0.009
52912.374368 u 18.654 0.020
52912.375201 z 17.990 0.021
52912.376034 g 18.558 0.008
52934.325168 r 18.406 0.008
52934.326001 i 18.165 0.009
52934.326835 u 18.656 0.020
52934.327668 z 17.972 0.024
52934.328501 g 18.511 0.008
52935.329856 r 18.432 0.009
52935.330689 i 18.223 0.010
52935.331523 u 18.720 0.022
52935.332356 z 18.024 0.029
52935.333189 g 18.609 0.008
52936.321094 r 18.387 0.008
52936.321927 i 18.205 0.009
52936.322761 u 18.668 0.019
52936.323594 z 17.978 0.022
52936.324427 g 18.518 0.008
52963.252932 r 18.467 0.008
52963.253765 i 18.222 0.009
52963.254599 u 18.718 0.019
52963.255432 z 18.020 0.022
52963.256265 g 18.586 0.008
52971.243848 r 18.471 0.009
52971.244681 i 18.228 0.009
52971.245515 u 18.730 0.023
52971.246348 z 18.066 0.027
52971.247181 g 18.588 0.008
53270.385149 r 18.356 0.014
53270.385982 i 18.177 0.019
53270.386815 u 18.735 0.021
53270.387649 z 17.930 0.022
53270.388482 g 18.539 0.013
53272.435092 r 18.382 0.011
53272.435925 i 18.147 0.013
53272.436759 u 18.764 0.022
53272.437592 z 17.927 0.024
53272.438425 g 18.529 0.009
53286.403814 r 18.341 0.008
53286.404647 i 18.163 0.009
53286.405481 u 18.713 0.021
53286.406314 z 17.986 0.022
53286.407147 g 18.528 0.008
53288.362305 r 18.371 0.008
53288.363138 i 18.172 0.009
53288.363972 u 18.736 0.020
53288.364805 z 17.992 0.020
53288.365638 g 18.535 0.008
53294.409977 r 18.261 0.036
#53294.410810 i -99.000 0.031
53294.411644 u 18.772 0.055
#53294.412477 z -99.000 0.112
53294.413310 g 18.556 0.020
53296.356983 r 18.355 0.015
53296.357816 i 18.150 0.016
53296.358650 u 18.679 0.021
53296.359483 z 17.931 0.026
53296.360316 g 18.541 0.020
53298.406754 r 18.363 0.009
53298.407587 i 18.154 0.009
53298.408421 u 18.707 0.020
53298.409254 z 17.932 0.025
53298.410087 g 18.559 0.008
53302.357974 r 18.372 0.009
53302.358807 i 18.186 0.010
53302.359641 u 18.624 0.022
53302.360474 z 17.896 0.020
53302.361307 g 18.529 0.010
53312.313530 r 18.328 0.014
53312.314364 i 18.178 0.015
#53312.315197 u -99.000 0.058
53312.316030 z 17.907 0.027
53312.316864 g 18.555 0.014
53314.314705 r 18.362 0.009
53314.315538 i 18.176 0.009
53314.316372 u 18.743 0.024
53314.317205 z 17.873 0.023
53314.318038 g 18.552 0.009
53319.302502 r 18.382 0.009
53319.303335 i 18.177 0.009
53319.304169 u 18.756 0.023
53319.305002 z 17.935 0.024
53319.305835 g 18.550 0.008
53351.175237 r 18.432 0.009
53351.176070 i 18.205 0.009
53351.176904 u 18.774 0.021
53351.177737 z 18.012 0.027
53351.178570 g 18.580 0.008
53616.419058 r 18.378 0.008
53616.419891 i 18.175 0.010
53616.420725 u 18.801 0.024
53616.421558 z 17.968 0.025
53616.422391 g 18.590 0.008
53622.432286 r 18.449 0.008
53622.433119 i 18.216 0.009
53622.433953 u 18.798 0.021
53622.434786 z 18.026 0.024
53622.435619 g 18.624 0.008
53626.395486 r 18.335 0.008
#53626.396319 i -99.000 0.028
#53626.397153 u -99.000 0.039
53626.397986 z 18.016 0.029
53626.398819 g 18.618 0.008
53627.389385 r 18.431 0.008
53627.390218 i 18.207 0.009
53627.391052 u 18.817 0.022
53627.391885 z 18.035 0.023
53627.392718 g 18.627 0.008
53628.380351 r 18.376 0.010
53628.381184 i 18.197 0.010
53628.382018 u 18.748 0.026
53628.382851 z 17.950 0.026
53628.383684 g 18.617 0.011
53634.381758 r 18.452 0.013
53634.382591 i 18.222 0.011
53634.383425 u 18.796 0.039
53634.384258 z 18.008 0.028
53634.385091 g 18.655 0.015
53638.423094 r 18.445 0.009
53638.423927 i 18.200 0.009
53638.424761 u 18.754 0.024
53638.425594 z 18.011 0.023
53638.426427 g 18.626 0.009
53639.427347 r 18.371 0.008
53639.428180 i 18.182 0.009
53639.429014 u 18.789 0.022
53639.429847 z 17.964 0.021
53639.430680 g 18.580 0.008
53640.387130 r 18.436 0.009
53640.387963 i 18.216 0.009
53640.388797 u 18.822 0.025
53640.389630 z 17.959 0.026
53640.390463 g 18.638 0.008
53641.426513 r 18.352 0.008
53641.427346 i 18.185 0.009
53641.428180 u 18.780 0.023
53641.429013 z 17.954 0.022
53641.429846 g 18.567 0.008
53646.448538 r 18.459 0.014
53646.449371 i 18.182 0.015
53646.450205 u 18.747 0.048
53646.451038 z 18.017 0.056
53646.451871 g 18.677 0.015
53655.359304 r 18.455 0.009
53655.360137 i 18.211 0.009
53655.360971 u 18.822 0.022
53655.361804 z 18.008 0.023
53655.362637 g 18.627 0.008
53657.267282 r 18.471 0.018
53657.268115 i 18.224 0.018
#53657.268949 u -99.000 0.075
53657.269782 z 18.074 0.051
53657.270615 g 18.659 0.021
53657.385398 r 18.386 0.012
53657.386231 i 18.165 0.012
53657.387065 u 18.770 0.033
53657.387898 z 17.956 0.028
53657.388731 g 18.571 0.012
53663.369945 r 18.361 0.011
53663.370778 i 18.188 0.010
53663.371612 u 18.819 0.035
53663.372445 z 17.991 0.024
53663.373278 g 18.618 0.014
53663.448957 r 18.459 0.013
53663.449790 i 18.207 0.011
53663.450624 u 18.778 0.045
53663.451457 z 17.949 0.025
53663.452290 g 18.611 0.015
53664.384259 r 18.440 0.011
53664.385092 i 18.207 0.010
#53664.385926 u -99.000 0.031
53664.386759 z 17.966 0.024
53664.387592 g 18.620 0.011
53665.347917 r 18.384 0.010
53665.348750 i 18.191 0.010
53665.349584 u 18.721 0.028
53665.350417 z 17.980 0.021
53665.351250 g 18.626 0.010
53665.448890 r 18.441 0.011
53665.449723 i 18.204 0.011
53665.450557 u 18.832 0.037
53665.451390 z 17.943 0.028
53665.452223 g 18.659 0.012
53666.440031 r 18.390 0.010
53666.440864 i 18.182 0.010
53666.441698 u 18.749 0.033
53666.442531 z 17.951 0.022
53666.443364 g 18.611 0.011
53668.359545 r 18.409 0.009
53668.360378 i 18.222 0.011
53668.361212 u 18.715 0.026
53668.362045 z 17.956 0.027
53668.362878 g 18.610 0.010
53668.437506 r 18.429 0.012
53668.438339 i 18.259 0.013
53668.439173 u 18.790 0.039
53668.440006 z 18.028 0.036
53668.440839 g 18.649 0.012
53669.343504 r 18.445 0.012
#53669.344337 i -99.000 0.011
53669.345171 u 18.810 0.035
#53669.346004 z -99.000 0.029
#53669.346837 g -99.000 0.018
53669.447159 r 18.368 0.010
53669.447992 i 18.186 0.010
53669.448826 u 18.720 0.032
53669.449659 z 17.975 0.026
53669.450492 g 18.588 0.010
53670.364397 r 18.374 0.009
53670.365230 i 18.175 0.010
53670.366064 u 18.790 0.025
53670.366897 z 17.945 0.024
53670.367730 g 18.576 0.009
53670.443479 r 18.430 0.010
53670.444312 i 18.220 0.011
53670.445146 u 18.812 0.036
53670.445979 z 18.012 0.028
53670.446812 g 18.627 0.010
53671.428255 r 18.448 0.009
53671.429088 i 18.193 0.010
53671.429922 u 18.780 0.029
53671.430755 z 18.045 0.028
53671.431588 g 18.632 0.009
53673.332384 r 18.379 0.008
53673.333217 i 18.173 0.009
53673.334051 u 18.784 0.021
53673.334884 z 17.982 0.019
53673.335717 g 18.583 0.008
53674.327741 r 18.440 0.009
53674.328574 i 18.210 0.010
53674.329408 u 18.879 0.026
53674.330241 z 17.922 0.028
53674.331074 g 18.581 0.008
53675.329272 r 18.391 0.008
53675.330105 i 18.192 0.009
53675.330939 u 18.780 0.021
53675.331772 z 17.973 0.022
53675.332605 g 18.603 0.008
53676.417198 r 18.432 0.009
53676.418031 i 18.201 0.010
53676.418865 u 18.781 0.027
53676.419698 z 17.983 0.027
53676.420531 g 18.634 0.009
53677.350302 r 18.371 0.008
53677.351135 i 18.164 0.009
53677.351969 u 18.743 0.021
53677.352802 z 17.972 0.019
53677.353635 g 18.580 0.008
53679.389100 r 18.462 0.010
53679.389933 i 18.212 0.010
53679.390767 u 18.831 0.028
53679.391600 z 18.093 0.035
53679.392433 g 18.634 0.008
53680.336970 r 18.373 0.008
53680.337803 i 18.183 0.009
53680.338637 u 18.742 0.020
53680.339470 z 17.948 0.020
53680.340303 g 18.578 0.008
53681.380614 r 18.450 0.009
53681.381447 i 18.226 0.009
53681.382281 u 18.786 0.024
53681.383114 z 17.958 0.022
53681.383947 g 18.651 0.008
53683.395522 r 18.379 0.009
53683.396355 i 18.170 0.011
53683.397189 u 18.706 0.026
53683.398022 z 17.922 0.032
53683.398855 g 18.641 0.009
53684.342110 r 18.453 0.013
53684.342943 i 18.228 0.013
53684.343777 u 18.818 0.033
53684.344610 z 18.068 0.039
53684.345443 g 18.629 0.010
53686.336401 r 18.371 0.012
53686.337234 i 18.188 0.011
53686.338068 u 18.720 0.039
53686.338901 z 17.935 0.025
53686.339734 g 18.573 0.014
53687.283423 r 18.448 0.015
53687.284256 i 18.223 0.013
#53687.285090 u -99.000 0.052
53687.285923 z 18.014 0.033
53687.286756 g 18.665 0.020
53687.393788 r 18.403 0.027
53687.394621 i 18.137 0.022
#53687.395455 u -99.000 0.124
#53687.396288 z -99.000 0.061
53687.397121 g 18.583 0.038
53693.338861 r 18.390 0.012
53693.339694 i 18.246 0.012
53693.340528 u 18.729 0.043
53693.341361 z 18.020 0.027
53693.342194 g 18.585 0.016
53697.337639 r 18.423 0.009
53697.338472 i 18.196 0.009
53697.339306 u 18.829 0.027
53697.340139 z 17.998 0.024
53697.340972 g 18.635 0.009
53699.359699 r 18.377 0.009
53699.360532 i 18.148 0.009
53699.361366 u 18.731 0.026
53699.362199 z 17.962 0.021
53699.363032 g 18.581 0.009
53700.336595 r 18.442 0.009
53700.337428 i 18.199 0.010
53700.338262 u 18.860 0.029
53700.339095 z 17.930 0.029
53700.339928 g 18.602 0.008
53704.322182 r 18.365 0.008
53704.323015 i 18.183 0.009
53704.323849 u 18.737 0.024
53704.324682 z 17.985 0.025
53704.325515 g 18.560 0.008
53975.408291 r 18.372 0.017
53975.409125 i 18.112 0.014
53975.409958 u 18.642 0.025
53975.410791 z 17.953 0.026
53975.411625 g 18.453 0.036
53989.418227 r 18.269 0.014
53989.419061 i 18.090 0.015
53989.419894 u 18.644 0.028
53989.420727 z 17.900 0.022
53989.421561 g 18.426 0.017
53994.431293 r 18.336 0.012
53994.432126 i 18.127 0.023
53994.432960 u 18.609 0.026
53994.433793 z 17.940 0.027
53994.434626 g 18.448 0.011
53996.415035 r 18.320 0.016
53996.415869 i 18.147 0.013
#53996.416702 u -99.000 0.021
53996.417535 z 17.945 0.023
53996.418369 g 18.453 0.015
53997.441811 r 18.235 0.010
53997.442644 i 18.109 0.018
53997.443478 u 18.639 0.023
53997.444311 z 17.870 0.018
53997.445144 g 18.427 0.017
54000.393656 r 18.270 0.011
54000.394489 i 18.130 0.015
54000.395323 u 18.656 0.021
54000.396156 z 17.914 0.026
54000.396989 g 18.425 0.017
54005.428180 r 18.336 0.014
54005.429013 i 18.130 0.013
54005.429846 u 18.663 0.032
54005.430680 z 17.934 0.021
54005.431513 g 18.471 0.010
54007.443801 r 18.268 0.024
54007.444634 i 18.064 0.031
54007.445468 u 18.668 0.030
54007.446301 z 17.946 0.032
#54007.447134 g -99.000 0.021
54009.367573 r 18.285 0.012
54009.368407 i 18.123 0.017
54009.369240 u 18.577 0.022
54009.370073 z 17.874 0.023
54009.370907 g 18.428 0.013
54009.441981 r 18.329 0.016
54009.442814 i 18.154 0.014
54009.443648 u 18.657 0.021
54009.444481 z 17.966 0.025
54009.445314 g 18.477 0.017
54010.369110 r 18.355 0.012
54010.369943 i 18.156 0.020
#54010.370777 u -99.000 0.019
54010.371610 z 17.968 0.022
54010.372443 g 18.491 0.020
54011.432058 r 18.277 0.011
54011.432891 i 18.093 0.014
54011.433725 u 18.636 0.022
54011.434558 z 17.924 0.021
54011.435391 g 18.426 0.014
54012.361959 r 18.362 0.013
54012.362792 i 18.134 0.016
54012.363625 u 18.634 0.043
54012.364459 z 17.972 0.023
54012.365292 g 18.478 0.010
54012.444883 r 18.251 0.013
54012.445716 i 18.125 0.019
54012.446549 u 18.590 0.021
54012.447383 z 17.956 0.028
54012.448216 g 18.419 0.024
54020.400085 r 18.368 0.014
54020.400918 i 18.149 0.016
54020.401751 u 18.705 0.030
54020.402585 z 17.949 0.027
54020.403418 g 18.459 0.015
54024.449603 r 18.356 0.014
54024.450436 i 18.157 0.017
#54024.451269 u -99.000 0.032
54024.452103 z 17.930 0.026
54024.452936 g 18.463 0.012
54025.431066 r 18.285 0.016
54025.431900 i 18.107 0.013
54025.432733 u 18.637 0.021
54025.433566 z 17.886 0.021
54025.434400 g 18.451 0.019
54028.437834 r 18.386 0.017
54028.438668 i 18.143 0.021
54028.439501 u 18.662 0.040
54028.440334 z 17.919 0.029
54028.441168 g 18.481 0.016
54030.393253 r 18.354 0.011
54030.394087 i 18.158 0.016
54030.394920 u 18.649 0.040
54030.395753 z 17.960 0.023
54030.396587 g 18.495 0.023
54035.437267 r 18.370 0.016
54035.438101 i 18.137 0.014
54035.438934 u 18.684 0.030
54035.439767 z 17.903 0.027
54035.440601 g 18.517 0.017
54037.342750 r 18.357 0.013
54037.343584 i 18.147 0.014
54037.344417 u 18.674 0.018
54037.345250 z 17.951 0.022
54037.346084 g 18.489 0.029
54040.357262 r 18.342 0.014
54040.358095 i 18.146 0.014
54040.358928 u 18.642 0.023
